invoice_id,job_id,customer_id,customer_name,service_id,date,record_date,unit_price,quantity,amount,status,version,supersedes,effective_from,effective_to
inv_000025,job_000025,customer_0025,Duncan Family Management,svc_02,2025-08-21,2025-08-21,430.51,1,430.51,paid,1,,2025-08-21,
inv_000026,job_000026,customer_0026,Aspen Hill Management,svc_01,2025-08-21,2025-08-21,646.85,1,646.85,paid,1,,2025-08-21,
inv_000027,job_000027,customer_0027,Maria Bishop,svc_02,2025-08-21,2025-08-21,430.51,1,430.51,paid,1,,2025-08-21,
inv_000028,job_000028,customer_0028,Angela Byrd,svc_02,2025-08-21,2025-08-21,645.77,1,645.77,paid,1,,2025-08-21,
inv_000029,job_000029,customer_0029,Dogwood Commons,svc_01,2025-08-21,2025-08-21,323.43,1,323.43,paid,1,,2025-08-21,
inv_000030,job_000030,customer_0030,Riverside Properties,svc_01,2025-08-21,2025-08-21,646.85,1,646.85,paid,1,,2025-08-21,
inv_000031,job_000031,customer_0031,Diane Jennings,svc_03,2025-08-21,2025-08-21,1043.59,1,1043.59,paid,1,,2025-08-21,
inv_000032,job_000032,customer_0032,Alex Ramsey,svc_03,2025-08-21,2025-08-21,1043.59,1,1043.59,paid,1,,2025-08-21,
inv_000033,job_000033,customer_0033,Caleb Quinn,svc_01,2025-08-21,2025-08-21,161.71,1,161.71,paid,1,,2025-08-21,
inv_000034,job_000034,customer_0001,Brookfield Properties,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,paid,1,,2025-09-21,
inv_000035,job_000035,customer_0002,Anthony Gomez,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000036,job_000036,customer_0003,Sagebrush Properties,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000037,job_000037,customer_0004,Delgado Family Residential,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,paid,1,,2025-09-21,
inv_000038,job_000038,customer_0005,Erin Quinn,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,paid,1,,2025-09-21,
inv_000039,job_000039,customer_0006,Cedar Facilities,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000040,job_000040,customer_0007,Carlos Byrd,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,paid,1,,2025-09-21,
inv_000041,job_000041,customer_0008,Cobblestone Properties,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,paid,1,,2025-09-21,
inv_000042,job_000042,customer_0009,Oak Street Mechanical,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,paid,1,,2025-09-21,
inv_000043,job_000043,customer_0010,Sandstone Commons,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,paid,1,,2025-09-21,
inv_000044,job_000044,customer_0011,Dixon Family Management,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000045,job_000045,customer_0012,Arrowhead Commons,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,paid,1,,2025-09-21,
inv_000046,job_000046,customer_0013,Shaw Family Hospitality,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,paid,1,,2025-09-21,
inv_000047,job_000047,customer_0014,Mill Creek Facilities,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,paid,1,,2025-09-21,
inv_000048,job_000048,customer_0015,Copperleaf Hospitality,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000049,job_000049,customer_0016,Cole Family Hospitality,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,paid,1,,2025-09-21,
inv_000050,job_000050,customer_0017,Greg Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000051,job_000051,customer_0018,Greenfield Properties,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,paid,1,,2025-09-21,
inv_000052,job_000052,customer_0019,Ashford Management,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,paid,1,,2025-09-21,
inv_000053,job_000053,customer_0020,Evergreen Facilities,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,paid,1,,2025-09-21,
inv_000054,job_000054,customer_0021,April Byrd,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000055,job_000055,customer_0022,Joanna Delgado,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,paid,1,,2025-09-21,
inv_000056,job_000056,customer_0023,Redwood Hospitality,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,paid,1,,2025-09-21,
inv_000057,job_000057,customer_0024,Felix Jennings,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,paid,1,,2025-09-21,
inv_000058,job_000058,customer_0025,Duncan Family Management,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000059,job_000059,customer_0026,Aspen Hill Management,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000060,job_000060,customer_0027,Maria Bishop,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,paid,1,,2025-09-21,
inv_000061,job_000061,customer_0028,Angela Byrd,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,paid,1,,2025-09-21,
inv_000062,job_000062,customer_0029,Dogwood Commons,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,paid,1,,2025-09-21,
inv_000063,job_000063,customer_0030,Riverside Properties,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,paid,1,,2025-09-21,
inv_000064,job_000064,customer_0031,Diane Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000065,job_000065,customer_0032,Alex Ramsey,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,paid,1,,2025-09-21,
inv_000066,job_000066,customer_0033,Caleb Quinn,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,paid,1,,2025-09-21,
inv_000067,job_000067,customer_0034,Sutton Family Works,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000068,job_000068,customer_0035,Pinehurst Residential,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000069,job_000069,customer_0036,Conner Family Management,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,paid,1,,2025-09-21,
inv_000070,job_000070,customer_0037,Silverline Works,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000071,job_000071,customer_0038,Daniel Jennings,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,paid,1,,2025-09-21,
inv_000072,job_000072,customer_0039,Hollybrook Works,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000073,job_000073,customer_0040,Brandon Quinn,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,paid,1,,2025-09-21,
inv_000074,job_000074,customer_0041,Julia Bishop,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,paid,1,,2025-09-21,
inv_000075,job_000075,customer_0042,Primrose Facilities,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000076,job_000076,customer_0043,Eastgate Residential,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,paid,1,,2025-09-21,
inv_000077,job_000077,customer_0044,Casey Gomez,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,paid,1,,2025-09-21,
inv_000078,job_000078,customer_0045,Atlas Residential,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,paid,1,,2025-09-21,
inv_000079,job_000079,customer_0046,Miles Pruitt,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000080,job_000080,customer_0047,Byrd Family Facilities,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,paid,1,,2025-09-21,
inv_000081,job_000081,customer_0048,Lakeview Commons,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,paid,1,,2025-09-21,
inv_000082,job_000082,customer_0049,Quailwood Properties,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,paid,1,,2025-09-21,
inv_000083,job_000083,customer_0050,Elmwood Facilities,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000084,job_000084,customer_0051,Westfield Mechanical,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,paid,1,,2025-09-21,
inv_000085,job_000085,customer_0052,Bluebird Residential,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,paid,1,,2025-09-21,
inv_000086,job_000086,customer_0053,Lydia Pruitt,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000087,job_000087,customer_0054,Briarwood Commons,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,paid,1,,2025-09-21,
inv_000088,job_000088,customer_0055,Ian Bishop,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,paid,1,,2025-09-21,
inv_000089,job_000089,customer_0056,Rockport Properties,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000090,job_000090,customer_0057,Foxglove Residential,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000091,job_000091,customer_0058,Willow Creek Management,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000092,job_000092,customer_0059,Brenda Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,paid,1,,2025-09-21,
inv_000093,job_000093,customer_0060,Laurelwood Properties,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,paid,1,,2025-09-21,
inv_000094,job_000094,customer_0061,Brookfield Residential 2,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,paid,1,,2025-09-21,
inv_000095,job_000095,customer_0062,Grace Bishop,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000096,job_000096,customer_0063,Riley Byrd,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,paid,1,,2025-09-21,
inv_000097,job_000097,customer_0064,Glenrose Properties 2,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,paid,1,,2025-09-21,
inv_000098,job_000098,customer_0065,Nadia Gibbs,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,paid,1,,2025-09-21,
inv_000099,job_000099,customer_0066,Cedar Works 2,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,paid,1,,2025-09-21,
inv_000100,job_000100,customer_0067,Jared Pruitt,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,paid,1,,2025-09-21,
inv_000101,job_000101,customer_0001,Brookfield Properties,svc_02,2025-10-21,2025-10-21,267.92,1,267.92,paid,1,,2025-10-21,
inv_000102,job_000102,customer_0002,Anthony Gomez,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000103,job_000103,customer_0003,Sagebrush Properties,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000104,job_000104,customer_0004,Delgado Family Residential,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000105,job_000105,customer_0005,Erin Quinn,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000106,job_000106,customer_0006,Cedar Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000107,job_000107,customer_0007,Carlos Byrd,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000108,job_000108,customer_0008,Cobblestone Properties,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000109,job_000109,customer_0009,Oak Street Mechanical,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000110,job_000110,customer_0010,Sandstone Commons,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000111,job_000111,customer_0011,Dixon Family Management,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000112,job_000112,customer_0012,Arrowhead Commons,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000113,job_000113,customer_0013,Shaw Family Hospitality,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000114,job_000114,customer_0014,Mill Creek Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000115,job_000115,customer_0015,Copperleaf Hospitality,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000116,job_000116,customer_0016,Cole Family Hospitality,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000117,job_000117,customer_0017,Greg Jennings,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000118,job_000118,customer_0018,Greenfield Properties,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,paid,1,,2025-10-21,
inv_000119,job_000119,customer_0019,Ashford Management,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000120,job_000120,customer_0020,Evergreen Facilities,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000121,job_000121,customer_0021,April Byrd,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000122,job_000122,customer_0022,Joanna Delgado,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000123,job_000123,customer_0023,Redwood Hospitality,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000124,job_000124,customer_0024,Felix Jennings,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000125,job_000125,customer_0025,Duncan Family Management,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000126,job_000126,customer_0026,Aspen Hill Management,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000127,job_000127,customer_0027,Maria Bishop,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000128,job_000128,customer_0028,Angela Byrd,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000129,job_000129,customer_0029,Dogwood Commons,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000130,job_000130,customer_0030,Riverside Properties,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000131,job_000131,customer_0031,Diane Jennings,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000132,job_000132,customer_0032,Alex Ramsey,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000133,job_000133,customer_0033,Caleb Quinn,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000134,job_000134,customer_0034,Sutton Family Works,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000135,job_000135,customer_0035,Pinehurst Residential,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000136,job_000136,customer_0036,Conner Family Management,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000137,job_000137,customer_0037,Silverline Works,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000138,job_000138,customer_0038,Daniel Jennings,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000139,job_000139,customer_0039,Hollybrook Works,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000140,job_000140,customer_0040,Brandon Quinn,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000141,job_000141,customer_0041,Julia Bishop,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000142,job_000142,customer_0042,Primrose Facilities,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000143,job_000143,customer_0043,Eastgate Residential,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000144,job_000144,customer_0044,Casey Gomez,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000145,job_000145,customer_0045,Atlas Residential,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000146,job_000146,customer_0046,Miles Pruitt,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000147,job_000147,customer_0047,Byrd Family Facilities,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000148,job_000148,customer_0048,Lakeview Commons,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000149,job_000149,customer_0049,Quailwood Properties,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000150,job_000150,customer_0050,Elmwood Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000151,job_000151,customer_0051,Westfield Mechanical,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000152,job_000152,customer_0052,Bluebird Residential,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000153,job_000153,customer_0053,Lydia Pruitt,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000154,job_000154,customer_0054,Briarwood Commons,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,paid,1,,2025-10-21,
inv_000155,job_000155,customer_0055,Ian Bishop,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,paid,1,,2025-10-21,
inv_000156,job_000156,customer_0056,Rockport Properties,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000157,job_000157,customer_0057,Foxglove Residential,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000158,job_000158,customer_0058,Willow Creek Management,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000159,job_000159,customer_0059,Brenda Jennings,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,paid,1,,2025-10-21,
inv_000160,job_000160,customer_0060,Laurelwood Properties,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000161,job_000161,customer_0061,Brookfield Residential 2,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000162,job_000162,customer_0062,Grace Bishop,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000163,job_000163,customer_0063,Riley Byrd,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000164,job_000164,customer_0064,Glenrose Properties 2,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000165,job_000165,customer_0065,Nadia Gibbs,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000166,job_000166,customer_0066,Cedar Works 2,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000167,job_000167,customer_0067,Jared Pruitt,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000168,job_000168,customer_0068,Carr Family Residential 2,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000169,job_000169,customer_0069,Oak Street Works 2,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000170,job_000170,customer_0070,Sandstone Management 2,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000171,job_000171,customer_0071,Goldenrod Management 2,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,paid,1,,2025-10-21,
inv_000172,job_000172,customer_0072,Marcus Gibbs,svc_01,2025-10-21,2025-10-21,402.52,2,805.04,paid,1,,2025-10-21,
inv_000173,job_000173,customer_0073,Andre Jennings,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000174,job_000174,customer_0074,Mill Creek Mechanical 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000175,job_000175,customer_0075,Chan Family Management 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000176,job_000176,customer_0076,Derek Bishop,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000177,job_000177,customer_0077,Omar Burke,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000178,job_000178,customer_0078,Brian Delgado,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000179,job_000179,customer_0079,Ashford Properties 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000180,job_000180,customer_0080,Aaron Jennings,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000181,job_000181,customer_0081,Gibbs Family Works 2,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000182,job_000182,customer_0082,Cypress Properties 2,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000183,job_000183,customer_0083,Bishop Family Management 2,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,paid,1,,2025-10-21,
inv_000184,job_000184,customer_0084,Thornbury Facilities 2,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,paid,1,,2025-10-21,
inv_000185,job_000185,customer_0085,April Delgado,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000186,job_000186,customer_0086,Joanna Gibbs,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,paid,1,,2025-10-21,
inv_000187,job_000187,customer_0087,Fairway Hospitality 2,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000188,job_000188,customer_0088,Mulberry Management 2,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,paid,1,,2025-10-21,
inv_000189,job_000189,customer_0089,Dogwood Works 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000190,job_000190,customer_0090,Riverside Hospitality 2,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000191,job_000191,customer_0091,Hubbard Family Works 2,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,paid,1,,2025-10-21,
inv_000192,job_000192,customer_0092,Hillcrest Commons 2,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000193,job_000193,customer_0093,Bradley Family Commons 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,paid,1,,2025-10-21,
inv_000194,job_000194,customer_0094,Juniper Management 2,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,paid,1,,2025-10-21,
inv_000195,job_000195,customer_0095,Pinehurst Commons 2,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,paid,1,,2025-10-21,
inv_000196,job_000196,customer_0096,Alex Quinn,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,paid,1,,2025-10-21,
inv_000197,job_000197,customer_0097,Caleb Bishop,svc_01,2025-10-21,2025-10-21,402.52,2,805.04,paid,1,,2025-10-21,
inv_000198,job_000198,customer_0098,Acorn Works 2,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
inv_000199,job_000199,customer_0099,Alicia Delgado,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,paid,1,,2025-10-21,
