job_id,customer_id,customer_name,service_id,date,record_date,unit_price,quantity,amount,tech_emp_id,tech_name,status,version,supersedes,effective_from,effective_to
job_000026,customer_0026,Aspen Hill Management,svc_01,2025-08-21,2025-08-21,646.85,1,646.85,emp_03,Jared Hale,complete,1,,2025-08-21,
job_000027,customer_0027,Maria Bishop,svc_02,2025-08-21,2025-08-21,430.51,1,430.51,emp_01,Nadia Carr,complete,1,,2025-08-21,
job_000028,customer_0028,Angela Byrd,svc_02,2025-08-21,2025-08-21,645.77,1,645.77,emp_02,Anthony Ellis,complete,1,,2025-08-21,
job_000029,customer_0029,Dogwood Commons,svc_01,2025-08-21,2025-08-21,323.43,1,323.43,emp_03,Jared Hale,complete,1,,2025-08-21,
job_000030,customer_0030,Riverside Properties,svc_01,2025-08-21,2025-08-21,646.85,1,646.85,emp_03,Jared Hale,complete,1,,2025-08-21,
job_000031,customer_0031,Diane Jennings,svc_03,2025-08-21,2025-08-21,1043.59,1,1043.59,emp_01,Nadia Carr,complete,1,,2025-08-21,
job_000032,customer_0032,Alex Ramsey,svc_03,2025-08-21,2025-08-21,1043.59,1,1043.59,emp_03,Jared Hale,complete,1,,2025-08-21,
job_000033,customer_0033,Caleb Quinn,svc_01,2025-08-21,2025-08-21,161.71,1,161.71,emp_03,Jared Hale,complete,1,,2025-08-21,
job_000034,customer_0001,Brookfield Properties,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000035,customer_0002,Anthony Gomez,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000036,customer_0003,Sagebrush Properties,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000037,customer_0004,Delgado Family Residential,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000038,customer_0005,Erin Quinn,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000039,customer_0006,Cedar Facilities,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000040,customer_0007,Carlos Byrd,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000041,customer_0008,Cobblestone Properties,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000042,customer_0009,Oak Street Mechanical,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000043,customer_0010,Sandstone Commons,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000044,customer_0011,Dixon Family Management,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000045,customer_0012,Arrowhead Commons,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000046,customer_0013,Shaw Family Hospitality,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000047,customer_0014,Mill Creek Facilities,svc_02,2025-09-21,2025-09-21,881.20,1,881.20,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000048,customer_0015,Copperleaf Hospitality,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000049,customer_0016,Cole Family Hospitality,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000050,customer_0017,Greg Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000051,customer_0018,Greenfield Properties,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000052,customer_0019,Ashford Management,svc_03,2025-09-21,2025-09-21,1068.04,1,1068.04,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000053,customer_0020,Evergreen Facilities,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000054,customer_0021,April Byrd,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000055,customer_0022,Joanna Delgado,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000056,customer_0023,Redwood Hospitality,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000057,customer_0024,Felix Jennings,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000058,customer_0025,Duncan Family Management,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000059,customer_0026,Aspen Hill Management,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000060,customer_0027,Maria Bishop,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000061,customer_0028,Angela Byrd,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000062,customer_0029,Dogwood Commons,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000063,customer_0030,Riverside Properties,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000064,customer_0031,Diane Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000065,customer_0032,Alex Ramsey,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000066,customer_0033,Caleb Quinn,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000067,customer_0034,Sutton Family Works,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000068,customer_0035,Pinehurst Residential,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000069,customer_0036,Conner Family Management,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000070,customer_0037,Silverline Works,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000071,customer_0038,Daniel Jennings,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000072,customer_0039,Hollybrook Works,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000073,customer_0040,Brandon Quinn,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000074,customer_0041,Julia Bishop,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000075,customer_0042,Primrose Facilities,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000076,customer_0043,Eastgate Residential,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000077,customer_0044,Casey Gomez,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000078,customer_0045,Atlas Residential,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000079,customer_0046,Miles Pruitt,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000080,customer_0047,Byrd Family Facilities,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000081,customer_0048,Lakeview Commons,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000082,customer_0049,Quailwood Properties,svc_01,2025-09-21,2025-09-21,662.01,1,662.01,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000083,customer_0050,Elmwood Facilities,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000084,customer_0051,Westfield Mechanical,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000085,customer_0052,Bluebird Residential,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000086,customer_0053,Lydia Pruitt,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000087,customer_0054,Briarwood Commons,svc_01,2025-09-21,2025-09-21,165.50,1,165.50,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000088,customer_0055,Ian Bishop,svc_01,2025-09-21,2025-09-21,331.00,1,331.00,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000089,customer_0056,Rockport Properties,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000090,customer_0057,Foxglove Residential,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000091,customer_0058,Willow Creek Management,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000092,customer_0059,Brenda Jennings,svc_02,2025-09-21,2025-09-21,660.90,1,660.90,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000093,customer_0060,Laurelwood Properties,svc_03,2025-09-21,2025-09-21,534.02,1,534.02,emp_04,Rowan Lambert,complete,1,,2025-09-21,
job_000094,customer_0061,Brookfield Residential 2,svc_02,2025-09-21,2025-09-21,220.30,1,220.30,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000095,customer_0062,Grace Bishop,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000096,customer_0063,Riley Byrd,svc_02,2025-09-21,2025-09-21,440.60,1,440.60,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000097,customer_0064,Glenrose Properties 2,svc_03,2025-09-21,2025-09-21,1068.03,1,1068.03,emp_02,Anthony Ellis,complete,1,,2025-09-21,
job_000098,customer_0065,Nadia Gibbs,svc_01,2025-09-21,2025-09-21,496.50,1,496.50,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000099,customer_0066,Cedar Works 2,svc_03,2025-09-21,2025-09-21,267.01,1,267.01,emp_03,Jared Hale,complete,1,,2025-09-21,
job_000100,customer_0067,Jared Pruitt,svc_03,2025-09-21,2025-09-21,801.03,1,801.03,emp_01,Nadia Carr,complete,1,,2025-09-21,
job_000101,customer_0001,Brookfield Properties,svc_02,2025-10-21,2025-10-21,267.92,1,267.92,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000102,customer_0002,Anthony Gomez,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000103,customer_0003,Sagebrush Properties,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000104,customer_0004,Delgado Family Residential,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000105,customer_0005,Erin Quinn,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000106,customer_0006,Cedar Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000107,customer_0007,Carlos Byrd,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000108,customer_0008,Cobblestone Properties,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000109,customer_0009,Oak Street Mechanical,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000110,customer_0010,Sandstone Commons,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000111,customer_0011,Dixon Family Management,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000112,customer_0012,Arrowhead Commons,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000113,customer_0013,Shaw Family Hospitality,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000114,customer_0014,Mill Creek Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000115,customer_0015,Copperleaf Hospitality,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000116,customer_0016,Cole Family Hospitality,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000117,customer_0017,Greg Jennings,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000118,customer_0018,Greenfield Properties,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000119,customer_0019,Ashford Management,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000120,customer_0020,Evergreen Facilities,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000121,customer_0021,April Byrd,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000122,customer_0022,Joanna Delgado,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000123,customer_0023,Redwood Hospitality,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000124,customer_0024,Felix Jennings,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000125,customer_0025,Duncan Family Management,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000126,customer_0026,Aspen Hill Management,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000127,customer_0027,Maria Bishop,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000128,customer_0028,Angela Byrd,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000129,customer_0029,Dogwood Commons,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000130,customer_0030,Riverside Properties,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000131,customer_0031,Diane Jennings,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000132,customer_0032,Alex Ramsey,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000133,customer_0033,Caleb Quinn,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000134,customer_0034,Sutton Family Works,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000135,customer_0035,Pinehurst Residential,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000136,customer_0036,Conner Family Management,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000137,customer_0037,Silverline Works,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000138,customer_0038,Daniel Jennings,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000139,customer_0039,Hollybrook Works,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000140,customer_0040,Brandon Quinn,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000141,customer_0041,Julia Bishop,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000142,customer_0042,Primrose Facilities,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000143,customer_0043,Eastgate Residential,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000144,customer_0044,Casey Gomez,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000145,customer_0045,Atlas Residential,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000146,customer_0046,Miles Pruitt,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000147,customer_0047,Byrd Family Facilities,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000148,customer_0048,Lakeview Commons,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000149,customer_0049,Quailwood Properties,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000150,customer_0050,Elmwood Facilities,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000151,customer_0051,Westfield Mechanical,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000152,customer_0052,Bluebird Residential,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000153,customer_0053,Lydia Pruitt,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000154,customer_0054,Briarwood Commons,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000155,customer_0055,Ian Bishop,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000156,customer_0056,Rockport Properties,svc_01,2025-10-21,2025-10-21,402.53,1,402.53,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000157,customer_0057,Foxglove Residential,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000158,customer_0058,Willow Creek Management,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000159,customer_0059,Brenda Jennings,svc_01,2025-10-21,2025-10-21,402.53,2,805.06,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000160,customer_0060,Laurelwood Properties,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000161,customer_0061,Brookfield Residential 2,svc_02,2025-10-21,2025-10-21,535.81,2,1071.62,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000162,customer_0062,Grace Bishop,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000163,customer_0063,Riley Byrd,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000164,customer_0064,Glenrose Properties 2,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000165,customer_0065,Nadia Gibbs,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000166,customer_0066,Cedar Works 2,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000167,customer_0067,Jared Pruitt,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000168,customer_0068,Carr Family Residential 2,svc_03,2025-10-21,2025-10-21,974.12,1,974.12,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000169,customer_0069,Oak Street Works 2,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000170,customer_0070,Sandstone Management 2,svc_02,2025-10-21,2025-10-21,267.90,1,267.90,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000171,customer_0071,Goldenrod Management 2,svc_02,2025-10-21,2025-10-21,803.71,1,803.71,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000172,customer_0072,Marcus Gibbs,svc_01,2025-10-21,2025-10-21,402.52,2,805.04,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000173,customer_0073,Andre Jennings,svc_03,2025-10-21,2025-10-21,649.41,2,1298.82,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000174,customer_0074,Mill Creek Mechanical 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_02,Anthony Ellis,complete,1,,2025-10-21,
job_000175,customer_0075,Chan Family Management 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_04,Rowan Lambert,complete,1,,2025-10-21,
job_000176,customer_0076,Derek Bishop,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000177,customer_0077,Omar Burke,svc_03,2025-10-21,2025-10-21,324.71,1,324.71,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000178,customer_0078,Brian Delgado,svc_03,2025-10-21,2025-10-21,649.41,1,649.41,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000179,customer_0079,Ashford Properties 2,svc_02,2025-10-21,2025-10-21,535.81,1,535.81,emp_01,Nadia Carr,complete,1,,2025-10-21,
job_000180,customer_0080,Aaron Jennings,svc_01,2025-10-21,2025-10-21,603.79,1,603.79,emp_03,Jared Hale,complete,1,,2025-10-21,
job_000181,customer_0081,Gibbs Family Works 2,svc_01,2025-10-21,2025-10-21,201.26,1,201.26,emp_04,Rowan Lambert,complete,1,,2025-10-21,
